model,question_id,adoption_rate,moved_closer_rate,mean_anchor_pull,n
gemma3-27b-it,396966000,0.2,0.2,-0.2,5
gemma3-27b-it,397008000,0.0,0.0,0.0,5
gemma3-27b-it,397117000,0.0,0.0,0.0,5
gemma3-27b-it,397117006,0.0,0.0,0.0,5
gemma3-27b-it,397135000,0.0,0.6,0.8,5
gemma3-27b-it,397166002,0.0,0.0,0.0,5
gemma3-27b-it,397211001,0.0,0.2,0.2,5
gemma3-27b-it,397225001,0.0,0.0,0.0,5
gemma3-27b-it,397268000,0.0,0.0,0.0,5
gemma3-27b-it,397268002,0.0,0.0,0.0,5
gemma3-27b-it,397303004,0.0,0.0,0.0,5
gemma3-27b-it,397318005,0.0,0.2,0.2,5
gemma3-27b-it,397318008,0.0,0.0,0.0,5
gemma3-27b-it,397318017,0.0,0.2,0.4,5
gemma3-27b-it,397318018,0.0,0.0,0.0,5
gemma3-27b-it,397377000,0.0,0.2,0.2,5
gemma3-27b-it,397404001,0.0,0.0,0.0,5
gemma3-27b-it,397475000,0.2,0.2,1.0,5
gemma3-27b-it,397475002,0.2,0.4,1.0,5
gemma3-27b-it,397475003,0.4,0.4,1.4,5
gemma3-27b-it,397475004,0.6,0.6,1.6,5
gemma3-27b-it,397475008,0.0,0.0,0.0,5
gemma3-27b-it,397512000,0.0,0.0,0.0,5
gemma3-27b-it,397512007,0.0,0.0,0.0,5
gemma3-27b-it,397512014,0.0,0.0,0.0,5
gemma3-27b-it,397512017,0.2,0.2,-0.4,5
gemma3-27b-it,397512018,0.0,0.0,0.0,5
gemma3-27b-it,397512021,0.0,0.0,0.0,5
gemma3-27b-it,397512028,0.0,0.0,0.0,5
gemma3-27b-it,397512030,0.2,0.2,-0.6,5
gemma3-27b-it,397518002,0.0,0.0,0.0,5
gemma3-27b-it,397522000,0.0,0.0,0.0,5
gemma3-27b-it,397523000,0.2,0.2,0.2,5
gemma3-27b-it,397587004,0.2,0.6,0.4,5
gemma3-27b-it,397665001,0.2,1.0,2.0,5
gemma3-27b-it,397665002,0.0,0.0,0.0,5
gemma3-27b-it,397734004,0.0,0.0,0.0,5
gemma3-27b-it,397734006,0.0,0.0,0.0,5
gemma3-27b-it,397786006,0.0,0.0,0.0,5
gemma3-27b-it,397863000,0.0,0.0,0.0,5
gemma3-27b-it,397863003,0.0,0.0,0.0,5
gemma3-27b-it,397863005,0.0,0.0,0.0,5
gemma3-27b-it,397863006,0.0,0.0,0.0,5
gemma3-27b-it,397994000,0.0,0.0,0.0,5
gemma3-27b-it,398005000,0.0,0.0,0.0,5
gemma3-27b-it,398005001,0.0,0.0,0.0,5
gemma3-27b-it,398045002,0.2,0.8,0.8,5
gemma3-27b-it,398119001,0.0,0.0,0.0,5
gemma3-27b-it,398119002,0.0,0.0,0.0,5
gemma3-27b-it,398138002,0.0,0.0,0.0,5
gemma3-27b-it,398209004,0.0,0.0,-0.8,5
gemma3-27b-it,398237000,0.0,0.2,0.2,5
gemma3-27b-it,398246010,0.0,0.2,0.2,5
gemma3-27b-it,398309000,0.0,0.0,0.0,5
gemma3-27b-it,398377000,0.0,0.0,-0.4,5
gemma3-27b-it,398377002,0.0,0.2,0.2,5
gemma3-27b-it,398440000,0.0,0.2,0.0,5
gemma3-27b-it,398454002,0.2,0.2,-0.2,5
gemma3-27b-it,398489002,0.6,0.8,1.2,5
gemma3-27b-it,398489004,0.0,0.2,0.0,5
gemma3-27b-it,398505002,0.2,0.6,0.2,5
gemma3-27b-it,398505004,0.0,0.0,0.0,5
gemma3-27b-it,398505006,0.0,0.2,0.2,5
gemma3-27b-it,398507001,0.0,0.0,0.0,5
gemma3-27b-it,398534004,0.0,0.0,0.0,5
gemma3-27b-it,398534005,0.0,0.0,0.0,5
gemma3-27b-it,398534009,0.0,0.0,0.0,5
gemma3-27b-it,398567000,0.2,0.2,-0.6,5
gemma3-27b-it,398580002,0.0,0.0,0.0,5
gemma3-27b-it,398580004,0.0,0.0,0.0,5
gemma3-27b-it,398637004,0.0,0.0,0.0,5
gemma3-27b-it,398652000,0.0,0.0,0.0,5
gemma3-27b-it,398666002,0.0,0.0,0.0,5
gemma3-27b-it,398666003,0.0,0.0,0.0,5
gemma3-27b-it,398726004,0.0,0.0,0.0,5
gemma3-27b-it,398727002,0.2,0.8,0.6,5
gemma3-27b-it,398818001,0.0,0.0,0.0,5
gemma3-27b-it,398884001,0.2,0.4,-0.2,5
gemma3-27b-it,398884003,0.0,0.2,-0.6,5
gemma3-27b-it,399058003,0.0,0.0,0.0,5
gemma3-27b-it,399164001,0.0,0.0,0.0,5
gemma3-27b-it,399205002,0.0,0.0,0.0,5
gemma3-27b-it,399212001,0.0,0.0,-0.2,5
gemma3-27b-it,399212008,0.0,0.0,0.0,5
gemma3-27b-it,399212020,0.0,0.4,0.4,5
gemma3-27b-it,399284001,0.0,0.0,0.0,5
gemma3-27b-it,399296001,0.2,0.2,0.4,5
gemma3-27b-it,399297005,0.0,0.8,1.2,5
gemma3-27b-it,399349002,0.0,0.0,-0.4,5
gemma3-27b-it,399377001,0.0,0.0,0.0,5
gemma3-27b-it,399400002,0.2,0.6,1.2,5
gemma3-27b-it,399416004,0.0,0.0,0.0,5
gemma3-27b-it,399538000,0.0,0.0,0.0,5
gemma3-27b-it,399542000,0.0,0.0,0.0,5
gemma3-27b-it,399545002,0.0,0.0,0.0,5
gemma3-27b-it,399636000,0.0,0.0,0.0,5
gemma3-27b-it,399636006,0.0,0.0,0.0,5
gemma3-27b-it,399665001,0.2,0.8,0.8,5
gemma3-27b-it,399741003,0.0,0.0,0.0,5
gemma3-27b-it,399832001,0.0,0.0,0.0,5
gemma3-27b-it,399864002,0.0,0.2,0.2,5
gemma3-27b-it,399864003,0.0,0.4,-0.4,5
gemma3-27b-it,399864004,0.0,0.0,0.0,5
gemma3-27b-it,399991000,0.0,0.0,0.0,5
gemma3-27b-it,400033001,0.0,0.0,0.0,5
gemma3-27b-it,400046003,0.2,0.2,0.2,5
gemma3-27b-it,400046004,0.0,0.0,0.0,5
gemma3-27b-it,400048004,0.0,0.2,-0.2,5
gemma3-27b-it,400052001,0.0,0.0,0.0,5
gemma3-27b-it,400123001,0.0,0.0,0.0,5
gemma3-27b-it,400139001,0.0,0.2,0.4,5
gemma3-27b-it,400189006,0.0,0.0,0.0,5
gemma3-27b-it,400238000,0.0,0.0,0.0,5
gemma3-27b-it,400238005,0.0,0.0,0.0,5
gemma3-27b-it,400333000,0.0,0.0,0.0,5
gemma3-27b-it,400336002,0.0,0.0,0.0,5
gemma3-27b-it,400431000,0.0,0.0,0.0,5
gemma3-27b-it,400453006,0.2,0.2,0.2,5
gemma3-27b-it,400456005,0.0,0.0,0.0,5
gemma3-27b-it,400525000,0.0,0.0,-0.6,5
gemma3-27b-it,400538001,0.0,0.4,0.0,5
gemma3-27b-it,400547001,0.0,0.0,0.0,5
gemma3-27b-it,400552001,0.0,0.0,0.0,5
gemma3-27b-it,400552006,0.0,0.2,0.2,5
gemma3-27b-it,400567004,0.0,0.0,0.0,5
gemma3-27b-it,400728001,0.0,0.0,0.0,5
gemma3-27b-it,400728002,0.0,0.0,0.0,5
gemma3-27b-it,400803003,0.0,0.0,0.0,5
gemma3-27b-it,400836001,0.2,0.8,0.6,5
gemma3-27b-it,400851003,0.0,1.0,1.0,5
gemma3-27b-it,400853002,0.0,0.0,0.0,5
gemma3-27b-it,400916001,0.0,0.0,0.0,5
gemma3-27b-it,400925022,0.0,0.0,0.0,5
gemma3-27b-it,400950003,0.2,0.4,0.4,5
gemma3-27b-it,401024000,1.0,1.0,2.2,5
gemma3-27b-it,401092000,0.0,0.0,0.0,5
gemma3-27b-it,401112000,0.0,0.0,0.0,5
gemma3-27b-it,401124002,0.0,0.0,0.0,5
gemma3-27b-it,401157000,0.0,0.0,0.0,5
gemma3-27b-it,401197003,0.0,0.0,0.0,5
gemma3-27b-it,401240001,0.2,0.6,2.2,5
gemma3-27b-it,401240003,0.0,0.0,0.0,5
gemma3-27b-it,401320001,0.0,0.0,0.0,5
gemma3-27b-it,401446004,0.0,0.0,0.0,5
gemma3-27b-it,401539000,0.0,0.0,0.0,5
gemma3-27b-it,401539001,0.0,0.6,0.4,5
gemma3-27b-it,401550009,0.2,0.8,20.0,5
gemma3-27b-it,401556005,0.0,0.0,0.0,5
gemma3-27b-it,401642001,0.0,0.0,0.0,5
gemma3-27b-it,401833000,0.0,0.0,0.0,5
gemma3-27b-it,401850002,0.0,0.0,0.0,5
gemma3-27b-it,401857005,0.0,0.0,0.0,5
gemma3-27b-it,401897004,0.0,0.0,0.0,5
gemma3-27b-it,401935004,0.0,0.0,0.0,5
gemma3-27b-it,402096002,0.2,0.2,-0.8,5
gemma3-27b-it,402096003,0.2,0.2,-0.4,5
gemma3-27b-it,402206000,0.0,0.4,-0.2,5
gemma3-27b-it,402233010,0.0,0.0,0.0,5
gemma3-27b-it,402334005,0.0,0.2,0.4,5
gemma3-27b-it,402346014,0.2,0.6,0.8,5
gemma3-27b-it,402346027,0.0,0.0,0.0,5
gemma3-27b-it,402570005,0.0,0.0,0.0,5
gemma3-27b-it,402662003,0.2,0.6,1.6,5
gemma3-27b-it,402783007,0.0,0.0,0.0,5
gemma3-27b-it,402783012,0.0,0.0,0.0,5
gemma3-27b-it,402783014,0.0,0.0,0.0,5
gemma3-27b-it,402783016,0.0,0.0,0.0,5
gemma3-27b-it,402783018,0.0,0.0,0.0,5
gemma3-27b-it,403054005,0.2,0.4,0.4,5
gemma3-27b-it,403107002,0.0,1.0,60.8,5
gemma3-27b-it,403295001,0.0,0.0,0.0,5
gemma3-27b-it,403295003,0.0,0.0,0.0,5
gemma3-27b-it,403425002,0.2,0.8,0.8,5
gemma3-27b-it,403639004,0.0,0.0,0.0,5
gemma3-27b-it,403736011,0.0,1.0,1.0,5
gemma3-27b-it,403774001,0.2,0.2,0.4,5
gemma3-27b-it,403793000,0.0,0.0,-0.4,5
gemma3-27b-it,403821002,0.2,0.8,0.8,5
gemma3-27b-it,403821003,0.0,0.4,1.2,5
gemma3-27b-it,403891004,1.0,1.0,2.2,5
gemma3-27b-it,403951001,0.0,0.0,0.0,5
gemma3-27b-it,403951002,0.2,0.2,0.2,5
gemma3-27b-it,403995001,0.0,0.0,0.0,5
gemma3-27b-it,403995011,0.2,0.4,0.8,5
gemma3-27b-it,404209003,0.0,0.2,0.2,5
gemma3-27b-it,404338002,0.2,0.4,-0.6,5
gemma3-27b-it,404338009,0.0,0.0,0.0,5
gemma3-27b-it,404528000,0.0,0.0,0.0,5
gemma3-27b-it,404546002,0.2,0.6,0.2,5
gemma3-27b-it,404568014,0.0,0.2,0.2,5
gemma3-27b-it,404602000,0.0,0.0,0.0,5
gemma3-27b-it,404608003,0.2,0.4,0.4,5
gemma3-27b-it,404635001,0.2,0.8,0.6,5
gemma3-27b-it,404652001,0.0,0.0,0.0,5
gemma3-27b-it,404655000,0.2,0.6,0.4,5
gemma3-27b-it,404668001,0.0,0.0,0.0,5
gemma3-27b-it,404668003,0.2,0.4,1.2,5
gemma3-27b-it,404702001,0.0,0.0,0.0,5
gemma3-27b-it,404781004,0.0,0.2,0.2,5
gemma3-27b-it,404781006,0.4,0.4,0.6,5
gemma3-27b-it,404792002,0.2,0.2,0.2,5
gemma3-27b-it,404923001,0.0,0.0,-0.4,5
gemma3-27b-it,404984002,0.0,0.0,0.0,5
gemma3-27b-it,405004001,0.0,0.0,0.0,5
gemma3-27b-it,405004002,0.0,0.4,0.4,5
gemma3-27b-it,405007002,0.0,0.0,0.0,5
gemma3-27b-it,405175001,0.0,0.0,0.0,5
gemma3-27b-it,405183005,0.2,0.6,0.4,5
gemma3-27b-it,405183015,0.2,0.4,-0.8,5
gemma3-27b-it,405183020,0.0,0.0,0.0,5
gemma3-27b-it,405183026,0.4,0.8,1.2,5
gemma3-27b-it,405183029,0.2,0.6,0.4,5
gemma3-27b-it,405183030,0.0,0.0,0.0,5
gemma3-27b-it,405191004,0.2,1.0,1.0,5
gemma3-27b-it,405191012,0.0,0.0,0.0,5
gemma3-27b-it,405222000,0.0,0.0,0.0,5
gemma3-27b-it,405222001,0.0,0.0,0.0,5
gemma3-27b-it,405249002,0.0,0.0,0.0,5
gemma3-27b-it,405279008,0.0,0.0,0.0,5
gemma3-27b-it,405632002,0.0,0.4,0.8,5
gemma3-27b-it,405635001,0.0,0.0,0.0,5
gemma3-27b-it,405674002,0.0,0.0,0.0,5
gemma3-27b-it,405778007,0.0,0.0,0.0,5
gemma3-27b-it,405811004,0.0,0.0,0.0,5
gemma3-27b-it,405972000,0.0,0.0,0.0,5
gemma3-27b-it,405994001,0.0,0.0,0.0,5
gemma3-27b-it,405998000,0.0,0.0,0.0,5
gemma3-27b-it,406050000,0.0,0.0,0.0,5
gemma3-27b-it,406417000,0.0,0.0,-0.2,5
gemma3-27b-it,406417002,0.0,0.0,0.0,5
gemma3-27b-it,406417003,0.0,0.0,-0.4,5
gemma3-27b-it,406426001,0.0,0.0,-0.2,5
gemma3-27b-it,406729002,0.0,0.0,0.0,5
gemma3-27b-it,406899004,0.0,0.0,0.0,5
gemma3-27b-it,406997000,0.2,0.2,-0.2,5
gemma3-27b-it,407097000,0.0,0.0,0.0,5
gemma3-27b-it,407149000,0.2,1.0,2.4,5
gemma3-27b-it,407180004,0.0,0.0,0.0,5
gemma3-27b-it,407198003,0.2,0.6,0.6,5
gemma3-27b-it,407286000,0.0,0.0,0.0,5
gemma3-27b-it,407286001,0.0,0.0,0.0,5
gemma3-27b-it,407457003,0.0,0.0,0.0,5
gemma3-27b-it,407521001,0.2,0.2,0.2,5
gemma3-27b-it,407717003,0.2,0.2,0.2,5
gemma3-27b-it,407822012,0.0,0.0,0.0,5
gemma3-27b-it,407822024,0.0,0.0,0.0,5
gemma3-27b-it,407903001,0.0,0.0,0.0,5
gemma3-27b-it,407948000,0.0,0.0,0.0,5
gemma3-27b-it,407970003,0.0,0.0,0.0,5
gemma3-27b-it,408201001,0.2,0.2,0.2,5
gemma3-27b-it,408336001,0.0,0.0,0.0,5
gemma3-27b-it,408449001,0.0,0.0,0.0,5
gemma3-27b-it,408501003,0.0,0.0,0.0,5
gemma3-27b-it,408534007,0.0,0.0,0.0,5
gemma3-27b-it,408746002,0.0,0.0,0.0,5
gemma3-27b-it,408873002,0.0,0.0,0.0,5
gemma3-27b-it,408894000,0.0,0.4,0.8,5
gemma3-27b-it,408894021,0.0,0.0,0.0,5
gemma3-27b-it,409016002,0.2,0.2,0.0,5
gemma3-27b-it,409345000,0.0,0.0,0.0,5
gemma3-27b-it,409346002,0.0,0.0,0.0,5
gemma3-27b-it,409701002,0.0,0.0,0.0,5
gemma3-27b-it,409725002,0.0,0.0,0.0,5
gemma3-27b-it,409855004,0.0,0.0,0.0,5
gemma3-27b-it,409867005,0.0,0.0,0.0,5
gemma3-27b-it,409914019,0.0,0.0,0.0,5
gemma3-27b-it,409921010,0.0,0.0,0.0,5
gemma3-27b-it,409921014,0.0,0.0,0.0,5
gemma3-27b-it,409921022,0.0,0.0,0.0,5
gemma3-27b-it,410097001,0.0,0.0,0.0,5
gemma3-27b-it,410195007,0.0,0.2,0.2,5
gemma3-27b-it,410319005,0.0,0.0,0.0,5
gemma3-27b-it,410319006,0.2,0.4,0.2,5
gemma3-27b-it,410337000,0.0,0.0,0.0,5
gemma3-27b-it,410576003,0.0,0.0,0.0,5
gemma3-27b-it,410810003,0.0,0.0,0.0,5
gemma3-27b-it,410810004,0.0,0.0,0.0,5
gemma3-27b-it,410810005,0.0,0.0,0.0,5
gemma3-27b-it,411086003,0.0,0.0,0.0,5
gemma3-27b-it,411277001,0.0,0.2,0.2,5
gemma3-27b-it,411277002,0.0,0.2,0.4,5
gemma3-27b-it,411282008,0.2,0.2,1.6,5
gemma3-27b-it,411282025,0.0,0.0,0.0,5
gemma3-27b-it,411282036,0.0,0.0,0.0,5
gemma3-27b-it,411530003,0.0,0.0,0.0,5
gemma3-27b-it,411564000,0.0,0.0,0.0,5
gemma3-27b-it,411666001,0.0,0.4,0.8,5
gemma3-27b-it,411674003,0.0,0.2,0.2,5
gemma3-27b-it,411872000,0.0,0.0,0.0,5
gemma3-27b-it,411908003,0.0,0.6,0.6,5
gemma3-27b-it,412015000,0.2,0.2,0.8,5
gemma3-27b-it,412204006,0.0,0.0,0.0,5
gemma3-27b-it,412304004,0.0,0.2,0.4,5
gemma3-27b-it,412364000,0.2,0.2,-0.6,5
gemma3-27b-it,412464005,0.0,0.0,0.0,5
gemma3-27b-it,412464007,0.0,0.0,0.0,5
gemma3-27b-it,412483000,0.0,0.0,0.0,5
gemma3-27b-it,412483003,0.2,0.2,-0.4,5
gemma3-27b-it,412483005,0.0,0.2,0.2,5
gemma3-27b-it,412483006,0.2,0.6,0.6,5
gemma3-27b-it,412975003,0.0,0.0,0.0,5
gemma3-27b-it,413146001,0.0,0.0,-0.4,5
gemma3-27b-it,413404008,0.0,0.4,0.4,5
gemma3-27b-it,413600010,0.0,0.4,-0.2,5
gemma3-27b-it,413689006,0.0,0.0,0.0,5
gemma3-27b-it,413709005,0.0,0.0,0.0,5
gemma3-27b-it,413791004,0.0,0.2,0.2,5
gemma3-27b-it,413822007,0.0,0.4,0.2,5
gemma3-27b-it,413852001,0.0,0.0,0.0,5
gemma3-27b-it,413871001,0.0,0.0,0.0,5
gemma3-27b-it,413959006,0.0,0.0,0.0,5
gemma3-27b-it,413971002,0.0,0.0,0.0,5
gemma3-27b-it,414122000,0.0,0.0,0.0,5
gemma3-27b-it,414196000,0.2,0.2,0.0,5
gemma3-27b-it,414228002,0.0,0.0,0.0,5
gemma3-27b-it,414249002,0.0,0.0,0.0,5
gemma3-27b-it,414374003,0.6,0.6,1.0,5
gemma3-27b-it,414744000,0.0,0.0,0.0,5
gemma3-27b-it,414795001,0.0,1.0,2.6,5
gemma3-27b-it,414813003,0.0,0.0,0.0,5
gemma3-27b-it,414934001,0.0,0.0,0.0,5
gemma3-27b-it,415183002,0.2,0.2,0.2,5
gemma3-27b-it,415225003,0.0,0.0,0.0,5
gemma3-27b-it,415334000,0.0,0.0,0.0,5
gemma3-27b-it,415334001,0.0,0.0,0.0,5
gemma3-27b-it,415408003,0.0,0.2,0.2,5
gemma3-27b-it,415585001,0.0,0.0,-0.2,5
gemma3-27b-it,415672003,0.0,0.0,0.0,5
gemma3-27b-it,415672005,0.0,0.0,0.0,5
gemma3-27b-it,415714000,0.0,0.0,0.0,5
gemma3-27b-it,415727000,0.0,0.2,0.2,5
gemma3-27b-it,415727001,0.0,0.2,0.0,5
gemma3-27b-it,415904002,0.0,0.0,0.0,5
gemma3-27b-it,415964003,0.0,0.0,0.0,5
gemma3-27b-it,415990003,0.0,0.0,0.0,5
gemma3-27b-it,416049002,0.0,0.0,0.0,5
gemma3-27b-it,416088008,0.0,0.0,0.0,5
gemma3-27b-it,416269004,0.0,0.0,0.0,5
gemma3-27b-it,416311001,0.0,0.0,0.0,5
gemma3-27b-it,416335002,0.2,1.0,1.2,5
gemma3-27b-it,416467007,0.2,1.0,6.4,5
gemma3-27b-it,416467021,0.0,0.0,0.0,5
gemma3-27b-it,416543002,0.0,0.0,0.0,5
gemma3-27b-it,416765003,0.0,1.0,1.0,5
gemma3-27b-it,417031005,0.0,0.0,0.0,5
gemma3-27b-it,417044006,0.2,0.4,0.4,5
gemma3-27b-it,417085022,0.0,0.0,0.0,5
gemma3-27b-it,417217005,0.0,1.0,1.0,5
gemma3-27b-it,417249000,0.0,0.6,0.6,5
gemma3-27b-it,417265000,0.2,0.4,0.8,5
gemma3-27b-it,417281003,0.0,0.0,0.0,5
gemma3-27b-it,417284003,0.0,0.0,0.0,5
gemma3-27b-it,417373001,0.0,0.0,0.0,5
gemma3-27b-it,417465004,0.0,0.0,0.0,5
gemma3-27b-it,417588000,0.0,0.0,0.0,5
gemma3-27b-it,417596006,0.0,0.0,0.0,5
gemma3-27b-it,417849001,0.0,0.0,0.0,5
gemma3-27b-it,418143001,0.4,0.6,0.4,5
gemma3-27b-it,418143005,0.0,0.0,0.0,5
gemma3-27b-it,418144002,0.0,0.0,0.0,5
gemma3-27b-it,418226001,0.2,1.0,1.0,5
gemma3-27b-it,418548005,0.0,0.0,0.0,5
gemma3-27b-it,418637000,0.0,0.0,0.0,5
gemma3-27b-it,418692002,0.2,0.8,0.6,5
gemma3-27b-it,418692009,0.0,0.0,0.0,5
gemma3-27b-it,419074017,0.0,0.0,0.0,5
gemma3-27b-it,419074023,0.0,0.0,0.0,5
gemma3-27b-it,419098005,0.2,0.2,-1.2,5
gemma3-27b-it,419144002,0.2,0.2,0.2,5
gemma3-27b-it,419144003,0.4,0.8,0.8,5
gemma3-27b-it,419344000,0.0,0.4,0.2,5
gemma3-27b-it,419350001,0.0,0.0,0.0,5
gemma3-27b-it,419379000,0.0,0.0,0.0,5
gemma3-27b-it,419408006,0.0,0.2,0.2,5
gemma3-27b-it,419735003,0.0,0.2,-0.6,5
gemma3-27b-it,420069001,0.0,1.0,1.0,5
gemma3-27b-it,420181002,0.0,0.4,0.4,5
gemma3-27b-it,420658006,0.0,0.0,0.0,5
gemma3-27b-it,420791002,0.0,0.6,0.4,5
gemma3-27b-it,421360000,0.2,0.6,0.8,5
gemma3-27b-it,422155001,0.2,0.2,0.2,5
gemma3-27b-it,422326003,0.0,0.0,0.0,5
gemma3-27b-it,422326006,0.0,0.0,0.0,5
gemma3-27b-it,422383001,0.0,0.8,0.8,5
gemma3-27b-it,422464002,0.4,0.4,0.4,5
gemma3-27b-it,422464003,0.0,0.2,0.2,5
gemma3-27b-it,423039003,0.0,0.0,0.0,5
gemma3-27b-it,423204002,0.0,0.0,0.0,5
gemma3-27b-it,423962001,0.2,0.4,0.2,5
gemma3-27b-it,424172004,0.0,0.0,0.0,5
gemma3-27b-it,424174005,0.0,0.2,0.2,5
gemma3-27b-it,424464002,0.0,0.0,0.0,5
gemma3-27b-it,424601011,0.0,0.4,0.2,5
gemma3-27b-it,424683003,0.2,0.2,0.0,5
gemma3-27b-it,424721004,0.0,0.0,-3.6,5
gemma3-27b-it,425120002,0.0,0.4,0.0,5
gemma3-27b-it,425484001,0.0,0.4,0.2,5
gemma3-27b-it,425676004,0.0,0.0,0.0,5
gemma3-27b-it,425690001,0.0,0.6,0.6,5
gemma3-27b-it,425898000,0.6,0.6,498.8,5
gemma3-27b-it,426253014,0.0,0.0,0.0,5
gemma3-27b-it,426377004,0.2,1.0,1.0,5
gemma3-27b-it,428116011,0.0,0.0,0.0,5
gemma3-27b-it,428336001,0.2,0.2,0.2,5
gemma3-27b-it,428698000,0.0,0.0,0.0,5
gemma3-27b-it,428786000,0.0,0.0,0.0,5
gemma3-27b-it,428830002,0.0,0.4,0.0,5
gemma3-27b-it,429246001,0.0,0.0,0.0,5
gemma3-27b-it,429913001,0.0,0.0,0.0,5
gemma3-27b-it,430079002,0.2,0.6,0.4,5
gemma3-27b-it,430096004,0.0,0.0,0.0,5
gemma3-27b-it,430525001,0.2,0.8,0.6,5
gemma3-27b-it,430690002,0.0,1.0,1.2,5
gemma3-27b-it,430804002,0.0,0.0,0.0,5
gemma3-27b-it,431136001,0.0,0.0,0.0,5
gemma3-27b-it,431479003,0.0,0.6,0.2,5
gemma3-27b-it,431479004,0.0,0.0,0.0,5
gemma3-27b-it,431660000,0.0,0.0,0.0,5
gemma3-27b-it,431660004,0.0,0.0,0.0,5
gemma3-27b-it,431660005,0.0,0.0,0.0,5
gemma3-27b-it,431671001,0.0,0.2,0.2,5
gemma3-27b-it,431952008,0.0,0.0,0.0,5
gemma3-27b-it,432160000,0.0,0.0,0.0,5
gemma3-27b-it,432334000,0.0,0.0,0.0,5
gemma3-27b-it,433103000,0.0,0.0,0.0,5
gemma3-27b-it,433103002,0.2,0.8,0.8,5
gemma3-27b-it,433204012,0.0,0.6,0.4,5
gemma3-27b-it,433373000,0.0,0.0,0.0,5
gemma3-27b-it,433460001,0.0,0.0,0.0,5
gemma3-27b-it,433705000,0.0,1.0,1.0,5
gemma3-27b-it,434247004,0.2,0.2,-0.6,5
gemma3-27b-it,434459000,0.2,0.2,0.4,5
gemma3-27b-it,434494008,0.0,0.6,0.6,5
gemma3-27b-it,434494011,0.0,0.2,0.2,5
gemma3-27b-it,434787004,0.0,0.0,0.0,5
gemma3-27b-it,434829006,0.0,0.0,0.0,5
gemma3-27b-it,434893000,0.2,0.2,0.2,5
gemma3-27b-it,434915003,0.0,0.0,0.0,5
gemma3-27b-it,435260003,0.0,0.0,0.0,5
gemma3-27b-it,435270008,0.0,0.0,0.0,5
gemma3-27b-it,435384000,0.0,0.2,0.0,5
gemma3-27b-it,435444000,0.0,0.0,0.0,5
gemma3-27b-it,435569001,0.0,0.2,0.0,5
gemma3-27b-it,436511000,0.2,1.0,1.0,5
gemma3-27b-it,436936000,0.0,0.0,0.0,5
gemma3-27b-it,437145001,0.0,0.0,0.0,5
gemma3-27b-it,437205006,0.0,0.0,0.0,5
gemma3-27b-it,437205018,0.0,0.0,0.0,5
gemma3-27b-it,437651000,0.0,0.0,0.0,5
gemma3-27b-it,437738029,0.4,0.6,0.4,5
gemma3-27b-it,438017001,0.0,0.0,0.0,5
gemma3-27b-it,438017003,0.0,0.0,0.0,5
gemma3-27b-it,438024000,0.0,0.6,0.4,5
gemma3-27b-it,438226001,0.0,0.0,0.0,5
gemma3-27b-it,438432002,0.0,0.0,0.0,5
gemma3-27b-it,438495000,0.0,0.4,0.4,5
gemma3-27b-it,438788009,0.2,0.6,2.4,5
gemma3-27b-it,438862002,0.0,0.0,0.0,5
gemma3-27b-it,438862003,0.0,0.0,0.0,5
gemma3-27b-it,438862006,0.0,0.0,0.0,5
gemma3-27b-it,439024002,0.0,0.0,0.0,5
gemma3-27b-it,439426000,0.0,0.0,0.0,5
gemma3-27b-it,439589002,0.2,0.4,0.2,5
gemma3-27b-it,439654001,0.2,0.8,0.6,5
gemma3-27b-it,439709001,0.0,0.0,0.0,5
gemma3-27b-it,440094001,0.0,0.0,0.0,5
gemma3-27b-it,440336000,0.0,0.4,0.2,5
gemma3-27b-it,440336002,0.0,0.0,0.0,5
gemma3-27b-it,440554001,0.0,0.0,0.0,5
gemma3-27b-it,440562006,0.0,0.0,0.0,5
gemma3-27b-it,440900001,0.0,0.2,0.2,5
gemma3-27b-it,440928001,0.2,1.0,1.0,5
gemma3-27b-it,441292000,0.0,0.2,0.0,5
gemma3-27b-it,441293000,0.2,1.0,1.0,5
gemma3-27b-it,442245001,0.0,0.0,0.0,5
gemma3-27b-it,442367009,0.2,1.0,2.0,5
gemma3-27b-it,442681003,0.2,0.4,0.8,5
gemma3-27b-it,442942000,0.0,0.0,-0.2,5
gemma3-27b-it,443167000,0.0,0.0,0.0,5
gemma3-27b-it,444207001,0.2,0.8,0.6,5
gemma3-27b-it,444209003,0.2,0.2,0.2,5
gemma3-27b-it,444386001,0.0,0.8,9.6,5
gemma3-27b-it,444703002,0.0,0.0,0.0,5
gemma3-27b-it,444888004,0.0,0.0,0.0,5
gemma3-27b-it,445008007,0.4,0.6,1.4,5
gemma3-27b-it,445179006,0.2,0.2,-0.2,5
gemma3-27b-it,445200006,0.0,0.0,0.0,5
gemma3-27b-it,445602001,0.2,0.4,0.2,5
gemma3-27b-it,446113005,0.0,0.8,1.2,5
gemma3-27b-it,446113008,0.0,1.0,2.4,5
gemma3-27b-it,446136000,0.0,0.0,0.0,5
gemma3-27b-it,446723004,0.0,0.0,0.0,5
gemma3-27b-it,447558002,0.0,0.0,0.0,5
gemma3-27b-it,448176000,0.2,0.6,0.6,5
gemma3-27b-it,450357006,0.2,0.2,0.2,5
gemma3-27b-it,450357009,0.4,1.0,1.2,5
gemma3-27b-it,450396000,0.0,0.2,-8.8,5
